Pessoa;Pergunta;Idade;Sexo;Classe
31;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);1 - ADOLESCENTE;Feminino;E
31;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);1 - ADOLESCENTE;Feminino;E
31;Se possui filhos menores de 12 anos;1 - ADOLESCENTE;Feminino;E
31;Se possui filhos menores de 18 anos;1 - ADOLESCENTE;Feminino;E
31;Se possui casa própria ou se é alugada;1 - ADOLESCENTE;Feminino;E
31;Se os filhos estudam em colégio particular;1 - ADOLESCENTE;Feminino;E
31;Sobre a profissão que exerce;1 - ADOLESCENTE;Feminino;E
31;Se faz academia ou pratica esportes de modo geral;1 - ADOLESCENTE;Feminino;E
31;Se gosta de ir em shows;1 - ADOLESCENTE;Feminino;E
31;Se tem plano de saúde;1 - ADOLESCENTE;Feminino;E
31;Se possui seguro de vida, de imóvel ou de carro;1 - ADOLESCENTE;Feminino;E
31;Se gosta de viajar e com que frequência;1 - ADOLESCENTE;Feminino;E
31;Sobre a sua operadora de telefonia (Claro, Vivo e etc);1 - ADOLESCENTE;Feminino;E
31;Se o celular é pós pago ou pré pago;1 - ADOLESCENTE;Feminino;E
31;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);1 - ADOLESCENTE;Feminino;E
31;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);1 - ADOLESCENTE;Feminino;E
32;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);1 - ADOLESCENTE;Feminino;C
32;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);1 - ADOLESCENTE;Feminino;C
32;Aniversário e outras datas festivas (Casamento por exemplo);1 - ADOLESCENTE;Feminino;C
32;Informações sociais como sexo, idade, estado civil por exemplo;1 - ADOLESCENTE;Feminino;C
32;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);1 - ADOLESCENTE;Feminino;C
32;Se possui casa própria ou se é alugada;1 - ADOLESCENTE;Feminino;C
32;Sobre a profissão que exerce;1 - ADOLESCENTE;Feminino;C
32;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);1 - ADOLESCENTE;Feminino;C
33;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;E
33;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;3 - ADULTO;Feminino;E
33;Se possui smartphone?;3 - ADULTO;Feminino;E
33;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;E
33;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);3 - ADULTO;Feminino;E
33;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;E
33;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;E
33;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;E
33;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;E
33;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;E
34;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);5 - MELHOR IDADE;Feminino;C
34;Aniversário e outras datas festivas (Casamento por exemplo);5 - MELHOR IDADE;Feminino;C
34;Se possui animais de estimação;5 - MELHOR IDADE;Feminino;C
34;Informações sociais como sexo, idade, estado civil por exemplo;5 - MELHOR IDADE;Feminino;C
34;Se possui smartphone?;5 - MELHOR IDADE;Feminino;C
34;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);5 - MELHOR IDADE;Feminino;C
34;Se possui filhos menores de 12 anos;5 - MELHOR IDADE;Feminino;C
34;Se possui filhos menores de 18 anos;5 - MELHOR IDADE;Feminino;C
34;Se possui casa própria ou se é alugada;5 - MELHOR IDADE;Feminino;C
34;Sobre a profissão que exerce;5 - MELHOR IDADE;Feminino;C
34;Se faz academia ou pratica esportes de modo geral;5 - MELHOR IDADE;Feminino;C
34;Se gosta de ir em shows;5 - MELHOR IDADE;Feminino;C
34;Se tem plano de saúde;5 - MELHOR IDADE;Feminino;C
34;Se possui seguro de vida, de imóvel ou de carro;5 - MELHOR IDADE;Feminino;C
34;Se gosta de viajar e com que frequência;5 - MELHOR IDADE;Feminino;C
34;Sobre a sua operadora de telefonia (Claro, Vivo e etc);5 - MELHOR IDADE;Feminino;C
34;Se o celular é pós pago ou pré pago;5 - MELHOR IDADE;Feminino;C
34;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);5 - MELHOR IDADE;Feminino;C
34;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);5 - MELHOR IDADE;Feminino;C
35;Características do veículo (marca, ano e etc);2 - JOVEM;Feminino;C
35;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);2 - JOVEM;Feminino;C
35;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;C
35;Aniversário e outras datas festivas (Casamento por exemplo);2 - JOVEM;Feminino;C
35;Se possui animais de estimação;2 - JOVEM;Feminino;C
35;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;C
35;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;C
35;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;C
35;Se possui smartphone?;2 - JOVEM;Feminino;C
35;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;C
35;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;C
35;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;C
35;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;C
35;Se possui filhos menores de 18 anos;2 - JOVEM;Feminino;C
35;Se possui casa própria ou se é alugada;2 - JOVEM;Feminino;C
35;Se os filhos estudam em colégio particular;2 - JOVEM;Feminino;C
35;Sobre a profissão que exerce;2 - JOVEM;Feminino;C
35;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;C
35;Se gosta de ir em shows;2 - JOVEM;Feminino;C
35;Se tem plano de saúde;2 - JOVEM;Feminino;C
35;Se possui seguro de vida, de imóvel ou de carro;2 - JOVEM;Feminino;C
35;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;C
35;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;C
35;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;C
35;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;C
35;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;C
35;Eu não responderia à nenhuma destas questões;2 - JOVEM;Feminino;C
36;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);1 - ADOLESCENTE;Feminino;E
36;Se possui animais de estimação;1 - ADOLESCENTE;Feminino;E
36;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;1 - ADOLESCENTE;Feminino;E
36;Se costuma comprar parcelado ou à vista?;1 - ADOLESCENTE;Feminino;E
36;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);1 - ADOLESCENTE;Feminino;E
36;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);1 - ADOLESCENTE;Feminino;E
37;Aniversário e outras datas festivas (Casamento por exemplo);4 - MADURO;Feminino;B
37;Se possui animais de estimação;4 - MADURO;Feminino;B
37;Se possui filhos menores de 12 anos;4 - MADURO;Feminino;B
37;Se possui filhos menores de 18 anos;4 - MADURO;Feminino;B
37;Se possui casa própria ou se é alugada;4 - MADURO;Feminino;B
37;Se os filhos estudam em colégio particular;4 - MADURO;Feminino;B
37;Sobre a profissão que exerce;4 - MADURO;Feminino;B
37;Se gosta de viajar e com que frequência;4 - MADURO;Feminino;B
38;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;C
38;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;C
38;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;3 - ADULTO;Feminino;C
38;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);3 - ADULTO;Feminino;C
38;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;C
38;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);3 - ADULTO;Feminino;C
38;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;C
38;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;C
38;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;C
38;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;C
38;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;C
38;Sobre a profissão que exerce;3 - ADULTO;Feminino;C
38;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;C
38;Se gosta de ir em shows;3 - ADULTO;Feminino;C
38;Se tem plano de saúde;3 - ADULTO;Feminino;C
38;Se possui seguro de vida, de imóvel ou de carro;3 - ADULTO;Feminino;C
38;Se gosta de viajar e com que frequência;3 - ADULTO;Feminino;C
38;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;C
38;Se o celular é pós pago ou pré pago;3 - ADULTO;Feminino;C
38;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;C
38;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;C
39;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);5 - MELHOR IDADE;Feminino;B
39;Aniversário e outras datas festivas (Casamento por exemplo);5 - MELHOR IDADE;Feminino;B
39;Se possui animais de estimação;5 - MELHOR IDADE;Feminino;B
39;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;5 - MELHOR IDADE;Feminino;B
39;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);5 - MELHOR IDADE;Feminino;B
39;Se possui smartphone?;5 - MELHOR IDADE;Feminino;B
39;Se costuma comprar parcelado ou à vista?;5 - MELHOR IDADE;Feminino;B
39;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);5 - MELHOR IDADE;Feminino;B
39;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);5 - MELHOR IDADE;Feminino;B
39;Sobre a profissão que exerce;5 - MELHOR IDADE;Feminino;B
39;Se faz academia ou pratica esportes de modo geral;5 - MELHOR IDADE;Feminino;B
39;Se gosta de ir em shows;5 - MELHOR IDADE;Feminino;B
39;Se tem plano de saúde;5 - MELHOR IDADE;Feminino;B
39;Se gosta de viajar e com que frequência;5 - MELHOR IDADE;Feminino;B
40;Se possui animais de estimação;4 - MADURO;Feminino;C
41;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;B
41;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);3 - ADULTO;Feminino;B
41;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;B
41;Aniversário e outras datas festivas (Casamento por exemplo);3 - ADULTO;Feminino;B
41;Se possui animais de estimação;3 - ADULTO;Feminino;B
41;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);3 - ADULTO;Feminino;B
41;Se possui smartphone?;3 - ADULTO;Feminino;B
41;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;B
41;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);3 - ADULTO;Feminino;B
41;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;B
41;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;B
41;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;B
41;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;B
41;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;B
41;Sobre a profissão que exerce;3 - ADULTO;Feminino;B
41;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;B
41;Se gosta de ir em shows;3 - ADULTO;Feminino;B
41;Se tem plano de saúde;3 - ADULTO;Feminino;B
41;Se gosta de viajar e com que frequência;3 - ADULTO;Feminino;B
41;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;B
41;Se o celular é pós pago ou pré pago;3 - ADULTO;Feminino;B
41;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;B
41;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);3 - ADULTO;Feminino;B
42;Eu não responderia à nenhuma destas questões;4 - MADURO;Feminino;D
43;Eu não responderia à nenhuma destas questões;4 - MADURO;Feminino;C
44;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;D
44;Se possui animais de estimação;2 - JOVEM;Feminino;D
44;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;D
44;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;D
44;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;D
44;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;D
45;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;E
45;Aniversário e outras datas festivas (Casamento por exemplo);2 - JOVEM;Feminino;E
45;Se possui animais de estimação;2 - JOVEM;Feminino;E
45;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;E
45;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;E
45;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;E
45;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;E
45;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;E
45;Se gosta de ir em shows;2 - JOVEM;Feminino;E
45;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;E
45;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;E
46;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);1 - ADOLESCENTE;Feminino;E
46;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);1 - ADOLESCENTE;Feminino;E
46;Aniversário e outras datas festivas (Casamento por exemplo);1 - ADOLESCENTE;Feminino;E
46;Se possui animais de estimação;1 - ADOLESCENTE;Feminino;E
46;Informações sociais como sexo, idade, estado civil por exemplo;1 - ADOLESCENTE;Feminino;E
46;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;1 - ADOLESCENTE;Feminino;E
46;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);1 - ADOLESCENTE;Feminino;E
46;Se possui smartphone?;1 - ADOLESCENTE;Feminino;E
46;Se costuma comprar parcelado ou à vista?;1 - ADOLESCENTE;Feminino;E
46;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);1 - ADOLESCENTE;Feminino;E
46;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);1 - ADOLESCENTE;Feminino;E
46;Se possui filhos menores de 12 anos;1 - ADOLESCENTE;Feminino;E
46;Se possui filhos menores de 18 anos;1 - ADOLESCENTE;Feminino;E
46;Se possui casa própria ou se é alugada;1 - ADOLESCENTE;Feminino;E
46;Se os filhos estudam em colégio particular;1 - ADOLESCENTE;Feminino;E
46;Sobre a profissão que exerce;1 - ADOLESCENTE;Feminino;E
46;Se faz academia ou pratica esportes de modo geral;1 - ADOLESCENTE;Feminino;E
46;Se gosta de ir em shows;1 - ADOLESCENTE;Feminino;E
46;Se tem plano de saúde;1 - ADOLESCENTE;Feminino;E
46;Se possui seguro de vida, de imóvel ou de carro;1 - ADOLESCENTE;Feminino;E
46;Se gosta de viajar e com que frequência;1 - ADOLESCENTE;Feminino;E
46;Sobre a sua operadora de telefonia (Claro, Vivo e etc);1 - ADOLESCENTE;Feminino;E
46;Se o celular é pós pago ou pré pago;1 - ADOLESCENTE;Feminino;E
46;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);1 - ADOLESCENTE;Feminino;E
46;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);1 - ADOLESCENTE;Feminino;E
47;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;C
47;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);3 - ADULTO;Feminino;C
47;Se possui smartphone?;3 - ADULTO;Feminino;C
47;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;C
47;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;C
47;Se gosta de ir em shows;3 - ADULTO;Feminino;C
47;Se tem plano de saúde;3 - ADULTO;Feminino;C
47;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;C
47;Se o celular é pós pago ou pré pago;3 - ADULTO;Feminino;C
48;Características do veículo (marca, ano e etc);1 - ADOLESCENTE;Feminino;D
48;Se possui animais de estimação;1 - ADOLESCENTE;Feminino;D
48;Aniversário e outras datas festivas (Casamento por exemplo);1 - ADOLESCENTE;Feminino;D
48;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);1 - ADOLESCENTE;Feminino;D
48;Informações sociais como sexo, idade, estado civil por exemplo;1 - ADOLESCENTE;Feminino;D
48;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;1 - ADOLESCENTE;Feminino;D
48;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);1 - ADOLESCENTE;Feminino;D
48;Se possui smartphone?;1 - ADOLESCENTE;Feminino;D
48;Se costuma comprar parcelado ou à vista?;1 - ADOLESCENTE;Feminino;D
48;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);1 - ADOLESCENTE;Feminino;D
48;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);1 - ADOLESCENTE;Feminino;D
48;Se possui filhos menores de 12 anos;1 - ADOLESCENTE;Feminino;D
48;Se possui filhos menores de 18 anos;1 - ADOLESCENTE;Feminino;D
48;Se possui casa própria ou se é alugada;1 - ADOLESCENTE;Feminino;D
48;Se os filhos estudam em colégio particular;1 - ADOLESCENTE;Feminino;D
48;Sobre a profissão que exerce;1 - ADOLESCENTE;Feminino;D
48;Se faz academia ou pratica esportes de modo geral;1 - ADOLESCENTE;Feminino;D
48;Se gosta de ir em shows;1 - ADOLESCENTE;Feminino;D
48;Se tem plano de saúde;1 - ADOLESCENTE;Feminino;D
48;Se possui seguro de vida, de imóvel ou de carro;1 - ADOLESCENTE;Feminino;D
48;Se gosta de viajar e com que frequência;1 - ADOLESCENTE;Feminino;D
48;Sobre a sua operadora de telefonia (Claro, Vivo e etc);1 - ADOLESCENTE;Feminino;D
48;Se o celular é pós pago ou pré pago;1 - ADOLESCENTE;Feminino;D
48;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);1 - ADOLESCENTE;Feminino;D
49;Características do veículo (marca, ano e etc);2 - JOVEM;Feminino;E
49;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);2 - JOVEM;Feminino;E
49;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;E
49;Se possui animais de estimação;2 - JOVEM;Feminino;E
49;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;E
49;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;E
49;Se possui smartphone?;2 - JOVEM;Feminino;E
49;Se costuma comprar parcelado ou à vista?;2 - JOVEM;Feminino;E
49;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;E
49;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;E
49;Se possui filhos menores de 18 anos;2 - JOVEM;Feminino;E
49;Se possui casa própria ou se é alugada;2 - JOVEM;Feminino;E
49;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;E
49;Se tem plano de saúde;2 - JOVEM;Feminino;E
49;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;E
49;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;E
49;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;E
49;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;E
50;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);2 - JOVEM;Feminino;E
50;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;E
50;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;E
50;Se possui smartphone?;2 - JOVEM;Feminino;E
50;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;E
50;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;E
50;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;E
50;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;E
50;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;E
51;Aniversário e outras datas festivas (Casamento por exemplo);2 - JOVEM;Feminino;C
51;Se possui animais de estimação;2 - JOVEM;Feminino;C
51;Se possui smartphone?;2 - JOVEM;Feminino;C
51;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;C
51;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;C
51;Se possui filhos menores de 18 anos;2 - JOVEM;Feminino;C
51;Sobre a profissão que exerce;2 - JOVEM;Feminino;C
51;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;C
52;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);4 - MADURO;Feminino;C
52;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);4 - MADURO;Feminino;C
52;Se possui animais de estimação;4 - MADURO;Feminino;C
52;Se possui smartphone?;4 - MADURO;Feminino;C
52;Se costuma comprar parcelado ou à vista?;4 - MADURO;Feminino;C
52;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);4 - MADURO;Feminino;C
52;Se possui casa própria ou se é alugada;4 - MADURO;Feminino;C
52;Se faz academia ou pratica esportes de modo geral;4 - MADURO;Feminino;C
53;Características do veículo (marca, ano e etc);3 - ADULTO;Feminino;E
53;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);3 - ADULTO;Feminino;E
53;Se possui animais de estimação;3 - ADULTO;Feminino;E
53;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;3 - ADULTO;Feminino;E
53;Se possui smartphone?;3 - ADULTO;Feminino;E
53;Se costuma comprar parcelado ou à vista?;3 - ADULTO;Feminino;E
53;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);3 - ADULTO;Feminino;E
53;Se possui filhos menores de 12 anos;3 - ADULTO;Feminino;E
53;Se possui filhos menores de 18 anos;3 - ADULTO;Feminino;E
53;Se possui casa própria ou se é alugada;3 - ADULTO;Feminino;E
53;Se os filhos estudam em colégio particular;3 - ADULTO;Feminino;E
53;Sobre a profissão que exerce;3 - ADULTO;Feminino;E
53;Se faz academia ou pratica esportes de modo geral;3 - ADULTO;Feminino;E
53;Se gosta de ir em shows;3 - ADULTO;Feminino;E
53;Se gosta de viajar e com que frequência;3 - ADULTO;Feminino;E
53;Sobre a sua operadora de telefonia (Claro, Vivo e etc);3 - ADULTO;Feminino;E
53;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);3 - ADULTO;Feminino;E
54;Características do veículo (marca, ano e etc);2 - JOVEM;Feminino;C
54;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;C
54;Se possui animais de estimação;2 - JOVEM;Feminino;C
54;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;C
54;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;C
54;A frequência com que compra pela internet (semanal, quinzenal, mensal e etc);2 - JOVEM;Feminino;C
54;Se possui smartphone?;2 - JOVEM;Feminino;C
54;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);2 - JOVEM;Feminino;C
54;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);2 - JOVEM;Feminino;C
54;Se possui filhos menores de 12 anos;2 - JOVEM;Feminino;C
54;Se possui filhos menores de 18 anos;2 - JOVEM;Feminino;C
54;Se possui casa própria ou se é alugada;2 - JOVEM;Feminino;C
54;Se os filhos estudam em colégio particular;2 - JOVEM;Feminino;C
54;Sobre a profissão que exerce;2 - JOVEM;Feminino;C
54;Se faz academia ou pratica esportes de modo geral;2 - JOVEM;Feminino;C
54;Se gosta de ir em shows;2 - JOVEM;Feminino;C
54;Se tem plano de saúde;2 - JOVEM;Feminino;C
54;Se possui seguro de vida, de imóvel ou de carro;2 - JOVEM;Feminino;C
54;Se gosta de viajar e com que frequência;2 - JOVEM;Feminino;C
54;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;C
54;Se o celular é pós pago ou pré pago;2 - JOVEM;Feminino;C
54;Sobre a operadora de TV a cabo (Claro, Vivo, NET e etc);2 - JOVEM;Feminino;C
54;Se tem intenção de comprar algum produto específico (um IPhone por exemplo);2 - JOVEM;Feminino;C
55;Sobre a sua operadora de telefonia (Claro, Vivo e etc);2 - JOVEM;Feminino;E
56;Eu não responderia à nenhuma destas questões;3 - ADULTO;Feminino;C
57;Características do veículo (marca, ano e etc);4 - MADURO;Feminino;C
57;Meio de pagamento preferido (dinheiro, cartão de débito, cartão de crédito e etc);4 - MADURO;Feminino;C
57;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);4 - MADURO;Feminino;C
57;Se possui animais de estimação;4 - MADURO;Feminino;C
57;Informações sociais como sexo, idade, estado civil por exemplo;4 - MADURO;Feminino;C
57;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;4 - MADURO;Feminino;C
57;Se possui smartphone?;4 - MADURO;Feminino;C
57;Se costuma comprar parcelado ou à vista?;4 - MADURO;Feminino;C
57;Sobre o meio de comunicação preferido? (Rádio, TV, Internet, Revistas e etc);4 - MADURO;Feminino;C
57;Sobre rede social preferida? (Facebook, Twitter, Instagram e etc);4 - MADURO;Feminino;C
57;Se possui filhos menores de 12 anos;4 - MADURO;Feminino;C
57;Se possui filhos menores de 18 anos;4 - MADURO;Feminino;C
57;Se possui casa própria ou se é alugada;4 - MADURO;Feminino;C
57;Se os filhos estudam em colégio particular;4 - MADURO;Feminino;C
57;Sobre a profissão que exerce;4 - MADURO;Feminino;C
57;Se faz academia ou pratica esportes de modo geral;4 - MADURO;Feminino;C
57;Se gosta de ir em shows;4 - MADURO;Feminino;C
57;Se tem plano de saúde;4 - MADURO;Feminino;C
57;Se possui seguro de vida, de imóvel ou de carro;4 - MADURO;Feminino;C
57;Se gosta de viajar e com que frequência;4 - MADURO;Feminino;C
57;Sobre a sua operadora de telefonia (Claro, Vivo e etc);4 - MADURO;Feminino;C
58;Lojas preferidas (Americanas, Carrefour, Amazon, Magazine Luiza e etc);2 - JOVEM;Feminino;C
58;Aniversário e outras datas festivas (Casamento por exemplo);2 - JOVEM;Feminino;C
58;Se possui animais de estimação;2 - JOVEM;Feminino;C
58;Informações sociais como sexo, idade, estado civil por exemplo;2 - JOVEM;Feminino;C
58;Se costuma comprar por impulso ou pesquisa bastante antes de comprar;2 - JOVEM;Feminino;C
